,Title,Artist,Top100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
11426,Digital Versicolor,Glass Candy,0,728YvGxRPNeCB9rVCOdqJy,0.56,0.64,4,-5.913,0,0.0665,0.726,0.504,0.117,0.105,198.994,358053,4
11427,Electric Feel - Justice Remix,MGMT,0,2eGHyarZyRvUgFI4d3G8GN,0.625,0.815,11,-3.915,1,0.177,0.0479,0.0981,0.07,0.527,107.271,327387,4
11428,Country Sh*t (Remix),Big K.R.I.T.,0,36N2bDLedBsK9VylCszIwH,0.732,0.572,0,-6.157,1,0.0386,0.00117,0,0.378,0.239,128.05,242467,4
11429,Pursuit,Gesaffelstein,0,2jJIxT6WAIVWzDo3Ou53Q0,0.682,0.934,7,-4.822,1,0.0741,0.0619,0.926,0.106,0.0708,108.982,247603,3
11430,Let the Beat Control Your Body (feat. Louisahhh!),Brodinski,0,4wRfjsOhEksGDYGyqKxACv,0.751,0.91,11,-7.652,1,0.056,0.142,0.204,0.0711,0.658,126.016,308920,4
11431,Juicebox,The Strokes,0,3jjQHULAVn71k40mKwGMiV,0.462,0.981,2,-2.371,0,0.127,0.00166,0.00894,0.0856,0.547,154.995,194573,4
11432,The Devil Is A Lie,Rick Ross,0,1FfxSgLHUkNCCLdZ7wrCTY,0.68,0.83,5,-3.922,0,0.0897,0.00169,0,0.382,0.638,102.91,310667,4
11433,Zamboni,A-Trak,0,4NGYtk9V75zgVfw8UbOU9s,0.792,0.952,6,-4.054,1,0.0566,0.000535,0.155,0.689,0.289,125.009,313920,4
11434,Int'l Players Anthem (I Choose You),UGK,0,2bQdgtO42TfS37YWupeMrr,0.697,0.681,4,-5.084,0,0.219,0.0598,0,0.301,0.82,77.847,258987,4
11435,& Down,Boys Noize,0,3TMwHtO5c4jlnnFZK8MuBH,0.619,0.629,1,-4.109,0,0.33,0.0473,0.227,0.314,0.262,123.003,258133,4
11436,Sanctified,Rick Ross,0,39RWgrQOBCLQH88wy0TBm9,0.739,0.52,9,-6.301,1,0.0679,0.0754,0,0.382,0.247,126.041,289627,4
11437,Rage the Night Away,Steve Aoki,0,15FlkvOEu8iFCBPZ64heHJ,0.689,0.854,10,-4.624,0,0.0421,0.0054,0.00734,0.148,0.223,128,285187,4
11438,Astronauts,Future,0,2vs5ubqg8QUbfyWZpMfvWe,0.732,0.586,1,-7.868,1,0.232,0.0402,2.66E-06,0.121,0.73,76.48,169920,4
11439,Make It Back,Juice WRLD,0,2EhJijFUs0WUmNClDBpYJq,0.75,0.387,1,-10.123,0,0.487,0.122,0,0.0993,0.739,143.019,102560,4
11440,7 Am Freestyle,Future,0,1hHe7cirScEJWgAS0JFqTL,0.951,0.401,0,-8.92,0,0.411,0.0185,0,0.149,0.539,129.976,192907,4
11441,9.13,Khalid,0,7EROK3PMgkCG3wdwcbeauW,0.289,0.451,2,-15.013,1,0.0538,0.975,0.942,0.222,0.59,131.72,55720,3
11442,Jocelyn Flores,XXXTENTACION,0,7m9OqQk4RVRkw9JJdeAw96,0.872,0.391,0,-9.144,0,0.242,0.469,4.13E-06,0.297,0.437,134.021,119133,4
11443,Different (feat. Yung Bans),Future,0,3thLnNvO9IctWoccbsZyJV,0.456,0.516,8,-10.512,1,0.459,0.098,0,0.115,0.684,77.058,151013,4
11444,Mia Khalifa,iLOVEFRiDAY,0,3B9vJvi2Z6ws4wjNTQMYAc,0.812,0.525,1,-8.798,1,0.124,0.255,0,0.325,0.564,145.016,177133,4
11445,Halloween Theme - Main Title,John Carpenter,0,7swocJUCUWTCiRUAU9oerC,0.636,0.466,4,-15.534,1,0.0317,0.134,0.942,0.156,0.296,136.206,175334,4
11446,Baby Shark,Pinkfong,0,5ygDXis42ncn6kYG14lEVG,0.829,0.886,8,-1.746,1,0.112,0.259,0,0.0559,0.777,115.056,80927,4
11447,NOLA,Asiahn,0,39vikHaG8113vnW53ZSYWs,0.449,0.327,4,-7.593,0,0.0323,0.541,0,0.116,0.0869,114.295,188311,4
11448,Buff Baby,Tobi Lou,0,1F1QmI8TMHir9SUFrooq5F,0.734,0.765,5,-6.047,1,0.0571,0.243,0,0.101,0.512,156.04,215385,4
11449,Rescue,Lauren Daigle,0,7r9kOxiNDnkAg5QKqtyjVk,0.309,0.237,6,-8.17,1,0.0283,0.78,0,0.11,0.109,94.616,215613,4
11450,Sunflower - Movie Version,Shannon Purser,0,0rsDhujEJ73Q7I9bvEljAZ,0.694,0.0935,0,-13.712,1,0.0438,0.924,0,0.0958,0.551,131.182,108085,4
11451,Grown Up,Danny Brown,0,1uDrIgjVtFsrrWWctCxoBL,0.635,0.766,11,-6.449,1,0.26,0.132,0,0.122,0.686,93.603,139931,4
11452,4r Da Squaw,Isaiah Rashad,0,71lyUtIPCMAYjTwwwxy2jW,0.667,0.523,10,-9.477,0,0.329,0.532,2.12E-05,0.137,0.409,143.934,232571,4
11453,Fall in Love,GoldLink,0,2RISD4aJrioDB54exm5WWM,0.627,0.837,1,-7.162,1,0.36,0.058,0.000567,0.328,0.504,105.105,184571,4
11454,Real Eyes,Quasimoto,0,5pxtdhLAi0RTh1gNqhGMNA,0.706,0.602,11,-8.306,0,0.342,0.00659,0.000138,0.4,0.479,89.692,202507,4
11455,Descendant Of The Stars (Traveling The Stars Theme),Action Bronson,0,4j60Soaf42fMaWbu8Kaukf,0.536,0.887,4,-4.478,1,0.377,0.146,0,0.664,0.724,164.118,159906,4
11456,Blue Boss,Sampa the Great,0,1KVgwI6E5ecuClExWkgAWU,0.7,0.757,7,-7.819,1,0.249,0.65,0.00148,0.0938,0.693,83.443,171626,4
11457,N,Waldo,0,1rMGsPcELyYLwm87GNHFai,0.775,0.443,1,-6.908,1,0.366,0.00436,7.73E-06,0.104,0.225,75.209,154400,4
11458,Juice,Jay Prince,0,3Zk95lhXUyxyqCY4AELYno,0.577,0.913,7,-4.42,1,0.181,0.318,0,0.253,0.671,97.139,221093,4
11459,blkjuptr,Smino,0,08bymSahrAUpabFR6YSiy9,0.61,0.369,11,-10.844,1,0.421,0.305,0,0.271,0.497,110.254,198880,4
11460,Diddy Bop (feat. Cam O'bi & Raury),Noname,0,6JvfBzqZmSiEG5MjM7OcSY,0.637,0.503,1,-6.927,1,0.336,0.713,0.000113,0.109,0.661,81.061,208000,4
11461,Sunday Candy,Donnie Trumpet & The Social Experiment,0,6fTdcGsjxlAD9PSkoPaLMX,0.511,0.596,0,-6.56,1,0.224,0.53,0,0.0798,0.554,158.063,226014,4
11462,Living Legend,Murs,0,6cxvt1hAghlBXYY26IHwoi,0.782,0.58,2,-7.632,1,0.381,0.454,0,0.123,0.806,92.95,180120,4
11463,Shadowboxin',GZA,0,7bp5DfkdK1OAvNJ1U4HfDA,0.704,0.642,1,-10.11,1,0.39,0.00704,1.43E-06,0.161,0.72,92.09,209973,4
11464,Next Levels,King Geedorah,0,58MeeOMk6PMQxXWY9YCNPD,0.729,0.557,6,-11.264,1,0.243,0.651,0.000123,0.262,0.897,92.814,229320,4
11465,Catchin' the Vibe,Quasimoto,0,5HjXHLruir1Av0gpuiwVmq,0.904,0.557,1,-6.717,1,0.34,0.133,0.00261,0.0926,0.819,90.844,163413,4
11466,6 Beers,Myke Bogan,0,1AHmjUDQmuRIxVd2ummKaQ,0.64,0.843,10,-6.661,0,0.225,0.178,0,0.0886,0.926,93.083,166229,4
11467,Free Lunch,Isaiah Rashad,0,5FX89IUKm9QJT9ymrmyK4k,0.865,0.472,11,-7.359,0,0.237,0.223,5.39E-05,0.109,0.843,130.011,192029,4
11468,Bounce,Joose The Conqueror,0,1NK4vPmUusmuT3lmLdQiXu,0.881,0.601,6,-8.509,0,0.193,0.649,4.09E-06,0.0788,0.421,107.087,211000,4
11469,Special Affair,The Internet,0,3NWTRZ0A8xKlBP1qgNftql,0.795,0.409,9,-10.134,0,0.0859,0.183,0.00108,0.112,0.518,120.095,176187,4
11470,Polaroids,Jay Prince,0,7rNOe6TJhf2INSLF1fdlSk,0.763,0.822,10,-5.992,0,0.126,0.303,0,0.0989,0.532,120.998,277686,4
11471,Moment In Time,The Pharcyde,0,0BVXmJ0LW75WTqu82nxkuM,0.825,0.477,4,-11.208,0,0.28,0.0307,0,0.0561,0.479,92.268,164027,4
11472,Raw Shit,Jaylib,0,1gMDcG1YDw5Ib1BS8Op9S3,0.648,0.867,4,-6.916,0,0.39,0.0375,7.25E-05,0.0558,0.889,98.235,188667,4
11473,All Caps,Madvillain,0,1Y2ExJJ9Dmb9po8K0ybSj3,0.358,0.889,1,-8.045,1,0.336,0.266,1.48E-05,0.172,0.665,85.619,130480,4
11474,Bassment Jazz,FloFilz,0,5MrcPUbH5YPxqBg4HvUKx1,0.72,0.682,10,-8.246,0,0.145,0.733,6.33E-05,0.109,0.569,86.996,157378,4
11475,Reality Check (feat. Akenya & Eryn Allen Kane),Noname,0,0UVfZ1QfaSPqRHhmZNVI71,0.722,0.519,6,-10.018,1,0.229,0.525,0.000494,0.105,0.655,95.014,183136,4
11476,Uknowhowwedu,Bahamadia,0,5KapB9KJnRsZrprzIAXycW,0.534,0.596,6,-10.289,1,0.388,0.641,2.16E-05,0.276,0.908,185.733,214867,4
11477,The Revolution Will Not Be Televised,Gil Scott-Heron,0,7kjg2NCn3Zx70m1DFHSSGO,0.558,0.677,11,-12.38,0,0.207,0.535,0,0.101,0.96,180.685,185879,4
11478,Yonkers,"Tyler, The Creator",0,1zsAAnB6dMpGOvXjoYP9Um,0.712,0.759,11,-5.397,1,0.334,0.016,0.0808,0.217,0.738,79.103,249333,4
11479,Chum,Earl Sweatshirt,0,6plT7nFGiXKSBP9HFSI4ef,0.51,0.503,10,-8.756,0,0.242,0.0216,0.002,0.108,0.193,153.582,243773,4
11480,The Art of Abstraight Rap Display,FloFilz,0,0HF1hNHID2Z1RiMJe14J1P,0.687,0.846,3,-8.508,0,0.312,0.73,0,0.0881,0.485,91.521,161496,4
11481,I Swear (feat. Buddy),Warm Brew,0,6DBbZFFRNHAjJUj2KbMQ0G,0.63,0.656,2,-7.528,1,0.447,0.261,0,0.0541,0.554,173.814,260627,4
11482,Dutch Spring,Sampa the Great,0,1EYTkaRdQJI2Ho0rwcQ4Ya,0.51,0.843,6,-4.958,0,0.391,0.196,0.135,0.569,0.832,83.355,205623,4
11483,Money Trees,Kendrick Lamar,0,2HbKqm4o0w5wEeEFXm2sD4,0.716,0.531,7,-7.355,1,0.122,0.0703,0,0.224,0.344,71.994,386907,4
11484,Hands on the Wheel (feat. Asap Rocky),ScHoolboy Q,0,78JKJfKsqgeBDBF58gv1SF,0.646,0.784,1,-7.471,0,0.108,0.0166,0,0.0721,0.179,127.839,197132,4
11485,Kobe's Room (Truth Be Told),Waldo,0,4cG6KX0GCLO4vrPZn2awwA,0.948,0.384,1,-10.815,0,0.0934,0.00415,0,0.143,0.501,130.029,177242,4
11486,Mornin Dew,"The Last Artful, Dodgr",0,1S88U937tNQHauGGbZeMbA,0.571,0.708,5,-6.894,0,0.329,0.549,0,0.341,0.575,72.164,173142,4
11487,BPSWR,Clear Soul Forces,0,15yYiHmcwq3gaH5gaWX21d,0.546,0.909,7,-4.004,1,0.419,0.241,0,0.216,0.708,119.776,217552,5
11488,Passin' Me By,The Pharcyde,0,4G3dZN9o3o2X4VKwt4CLts,0.759,0.756,4,-8.145,0,0.266,0.0903,2.36E-06,0.265,0.613,87.059,303493,4
11489,The Seed (2.0),The Roots,0,1a6Jt6USVGKzbjYpcKMwPB,0.758,0.957,7,-2.282,1,0.0357,0.039,0,0.133,0.966,111.119,267933,4
11490,Answers,"Lootpack, Quasimoto",0,3bJVpDpPWDygulO0moI7bg,0.606,0.663,7,-7.239,1,0.378,0.201,0.22,0.227,0.517,85.7,283600,4
11491,F E M A L E,Sampa the Great,0,1aOiivaj7Divv9q8SVyRUk,0.733,0.849,11,-5.335,0,0.0482,0.0225,0.0159,0.102,0.65,98.928,117121,4
11492,Magic Deck (feat. Para-Dox da Wordsmith),Illingsworth,0,47weUXMrl53DlYv6hNsPn7,0.59,0.637,11,-10.563,1,0.524,0.186,0,0.0921,0.878,85.877,153639,4
11493,Trap Door(feat. MF Doom),Jake One,0,4jEC6MJj3eQnVly58Xqp8e,0.644,0.673,8,-5.72,1,0.142,0.563,0,0.518,0.826,87.918,134133,4
11494,Swerve... the reeping of all that is worthwhile (Noir not withstanding),Shabazz Palaces,0,6zlfO5ii8DEInf7R9dpkBW,0.709,0.412,8,-11.602,1,0.488,0.144,0.000101,0.0814,0.509,174.062,310187,4
11495,What It's Worth,Black Milk,0,58drL48d8lSmr8I5ZIQo5C,0.752,0.818,7,-6.265,1,0.0798,0.0873,0.00165,0.112,0.431,142.363,285651,4
11496,All We Got (feat. Kanye West & Chicago Children's Choir),Chance the Rapper,0,3ZLyt2ndLFBh148XRYjYYZ,0.531,0.544,0,-8.615,0,0.462,0.308,1.89E-06,0.0835,0.398,131.921,203794,4
11497,Exhibit C,Jay Electronica,0,23uJbBKyqs1dibvfECdjSH,0.49,0.818,5,-11.976,0,0.251,0.0336,0,0.378,0.334,81.942,331440,4
11498,Nena Maldicion (feat. Lenny Tavarez),Paulo Londra,0,77dMSg2VHi2wwXjXNrmcrZ,0.566,0.531,6,-6.635,1,0.0716,0.192,0,0.179,0.367,118.96,227518,4
11499,Solos los Dos,Justo,0,6BTp82plsn9fIYX7QXxxpB,0.799,0.632,1,-9.223,0,0.0808,0.0433,0.0253,0.0853,0.576,155.992,323077,4
11500,Brillo,J Balvin,0,3vgiIJW3iSQRRvgYiW86i9,0.535,0.384,9,-10.049,0,0.362,0.89,0,0.0964,0.767,145.947,159573,4
11501,Puedo Ser,Cazzu,0,5olxoiU59KJZTbqyzki5TW,0.904,0.63,1,-6.959,0,0.0975,0.162,0,0.14,0.716,124.975,198889,4
11502,Pena,Yashua,0,1CqquqjUrFcHadXqFopYpm,0.727,0.651,6,-7.626,0,0.071,0.386,0.000291,0.119,0.737,93.042,176000,4
11503,Vuelva a Ver,Dalex,0,0GrGfs8ldZRWOrksG5uraH,0.704,0.592,9,-5.368,1,0.194,0.644,0,0.802,0.386,159.872,267110,4
11504,Sakura,Audubon,0,069UkvL7xCih1ggIqqROSp,0.731,0.508,3,-10.533,0,0.28,0.269,0,0.48,0.615,109.999,174367,4
11505,Tu Peor Error,Darell,0,31om1lcOHbL5Iyxt4g5Hnf,0.746,0.511,10,-5.407,0,0.268,0.41,0.245,0.0705,0.596,185.949,260645,4
11506,Vuelve a Mi,Micro Tdh,0,4iI2kB0pyRFZdq1BJ1ZQFv,0.68,0.674,9,-7.284,0,0.0606,0.122,0.0103,0.108,0.285,89.958,186667,4
11507,Una Vez Más,Manuel Turizo,0,4iCJ6MXf8Np3bayvuQR34c,0.807,0.464,11,-7.59,0,0.048,0.455,2.05E-06,0.139,0.77,139.987,252000,4
11508,Tres,GioBulla,0,6clXA9zBXwjd5noRGECXt5,0.633,0.538,7,-5.075,0,0.0439,0.56,0,0.124,0.159,126.9,291024,4
11509,Una vez más,FMK,0,3BqIJN1z3GXftRFZd0dIDw,0.819,0.511,2,-8.527,1,0.0683,0.0554,2.47E-06,0.101,0.467,113.236,147511,5
11510,Realidad,Khea,0,69S2hLkiQkvOArD6k5bYWN,0.733,0.518,10,-3.853,0,0.029,0.424,0,0.196,0.462,120.073,181850,4
11511,Silueta,Jhoni The Voice,0,4K1syYUkHH9jI6LiJRKxtP,0.665,0.805,7,-2.682,0,0.243,0.236,0,0.0942,0.605,95.495,193469,4
11512,Ibiza,Ozuna,0,1h9P5WJwyvK8OB7O2YiXgp,0.69,0.71,5,-5.144,1,0.335,0.25,0,0.108,0.726,192.068,200747,4
11513,Te Amare,Yandel,0,0FZHtd4koAwOygHbltSYxV,0.764,0.613,9,-5.628,0,0.0355,0.0662,0.000507,0.127,0.253,97.036,241813,4
11514,Me Haces Falta,Marko Silva,0,2V7oXTrAvhhw8pmo6UhC3i,0.733,0.577,9,-4.544,1,0.262,0.247,0.000202,0.0731,0.674,192.04,235000,4
11515,Not Steady,Paloma Mami,0,42ArfZUgGo3k5btIHp08it,0.876,0.444,8,-10.904,0,0.303,0.207,0.000827,0.105,0.339,92.011,190784,4
11516,No Eres Tú,Jesse Baez,0,3vd1rLbxCxDTGbxazgW91I,0.771,0.67,10,-4.783,1,0.0465,0.191,0,0.139,0.527,130.098,182493,4
11517,Si Me Dejas,Jeremy Bosch,0,3VM2IV4xLhLY0QOyFEt4D1,0.711,0.514,5,-9.155,0,0.0919,0.868,0.0393,0.109,0.955,75.017,250000,4
11518,Sométeme,Stefficrown,0,51Jt04zgh7coezey8YlnRO,0.778,0.562,0,-6.558,0,0.0431,0.0932,0.0357,0.14,0.785,130.004,211958,4
11519,No Soy El Mismo,ELTALMiCKEY,0,7vJ58oNFgia8idXp39q2rg,0.683,0.696,7,-5.823,0,0.0484,0.0778,0.0155,0.15,0.374,101.998,214178,4
11520,Indomable,Dalex,0,0H4pFmBcAoxFdIWNBQgMkU,0.725,0.808,4,-6.049,0,0.111,0.655,6.12E-05,0.114,0.719,96.961,250158,4
11521,Llama,Girl Ultra,0,7wt0JmRTvxLbwlB97cAF3W,0.699,0.314,5,-9.858,0,0.0581,0.668,2.16E-05,0.107,0.56,149.859,182000,4
11522,Será Igual (feat. Deborah Blues),Joyce Santana,0,3zmtWoq7Ra7FevtpSfCx5A,0.774,0.449,7,-8.404,0,0.0641,0.582,5.80E-05,0.103,0.605,100.034,229219,4
11523,La Discusión,Sech,0,5mzp5B1FA5e4fsvnkqyvm1,0.755,0.648,10,-5.378,1,0.0605,0.112,0.0212,0.18,0.722,90.062,185346,4
11524,Monotonía,Dayan,0,4VFgzhoVoJrheAVAsaNjRp,0.657,0.699,6,-6.047,0,0.0522,0.335,0.000123,0.336,0.258,109.974,218107,4
11525,¿Cual es tu plan?,Bad Bunny,0,45jM2fuCq0NHD9p7xn0ptd,0.822,0.601,5,-5.418,0,0.297,0.415,0,0.0797,0.872,96.123,243700,4
11526,Vibras,Mr. Paradise,0,2yNHfjBAV455nSAJtF7zk9,0.719,0.633,7,-7.712,0,0.198,0.175,0,0.08,0.747,90.042,215120,4
11527,FaceTime for 30,NO1-NOAH,0,2jMYZmZVtIZZjIUmlWG7mB,0.707,0.591,8,-7.677,1,0.103,0.597,0,0.224,0.116,107.806,209160,4
11528,Visa (feat. Yaw Mini & F. Dowell),AWWZ,0,6Qqy01dR2QiIqsBB18nhNK,0.592,0.558,10,-9.067,1,0.253,0.741,0.002,0.0967,0.302,104.243,185919,4
11529,MALAMENTE - Cap.1: Augurio,ROSALÍA,0,1B0BQaSRHxhI0AUlItY3LK,0.893,0.482,0,-4.779,0,0.0873,0.549,0.0164,0.0752,0.53,97.975,150027,4
11530,Lucete,Dalex,0,5yx43rnqectCMLHDdNgyyB,0.702,0.58,9,-7.791,0,0.237,0.41,0,0.187,0.525,83.018,190162,4
11531,Fuego y Pasión,Juan Ingaramo,0,42LDgGB2Eio9wX13fZkV7w,0.685,0.681,7,-5.732,0,0.142,0.159,0.00269,0.344,0.569,157.935,224507,4
11532,Sin Querer Queriendo (feat. Mau y Ricky),Lali,0,5rUNrHC5b0oYanaw370Ncz,0.7,0.862,11,-4.893,0,0.101,0.181,0,0.1,0.618,170.108,228533,4
11533,Hacertelo (feat. Stylo & Derian),C-Kan,0,1zQUcSi7GwkMPyqaABvZbL,0.824,0.555,11,-7.381,1,0.196,0.172,0,0.23,0.553,119.945,213966,4
11534,weekends,IX WULF,0,23Z47yGZSHxClU3tsdQybA,0.686,0.431,0,-6.094,0,0.0354,0.25,3.05E-06,0.148,0.828,110,200727,4
11535,Quiero Demostrarte,Obregon,0,5oaNg9SwKTCpRJHzja8oHR,0.733,0.868,8,-5.82,1,0.227,0.0324,0,0.0511,0.604,100.048,173312,4
11536,Start The Par-dee,Chef BRD,0,5emxmatKn3KSz3R9iuiLU8,0.777,0.561,8,-6.183,1,0.0927,0.0322,1.57E-06,0.182,0.521,128.073,146273,4
11537,Majesty (with Labrinth & feat. Eminem),Nicki Minaj,0,38TgLPNHsPzgqri5G4SPun,0.81,0.73,11,-5.209,0,0.223,0.313,0,0.105,0.568,157.003,295653,4
11538,Puntos Suspensivos,Piso 21,0,04cd1MHVq1D8v1nuTZoCdv,0.823,0.731,11,-3.399,0,0.103,0.175,0,0.131,0.952,152.024,186316,4
11539,Epa Wei,Danny Ocean,0,2QmsKag0YaqhAbpR9Nwmpn,0.688,0.82,6,-4.715,0,0.155,0.233,0,0.091,0.804,107.833,208254,4
11540,Tú Y Yo (feat. Nicky Jam & Justin Quiles),Valentino,0,58smOywZbVu8AjWutppiQA,0.805,0.786,1,-4.418,1,0.0364,0.199,0,0.197,0.751,94.983,200093,4
11541,Se Vuelve Loca,CNCO,0,2PYmyMAMlhX1eVevLo5A6n,0.749,0.78,1,-4.307,0,0.0636,0.0196,0,0.0901,0.905,92.007,191667,4
11542,Por Perro,Sebastian Yatra,0,2alIsNw1mqEShbWyO1HXZZ,0.684,0.762,0,-5.18,1,0.0501,0.429,0,0.0852,0.892,172.009,245440,4
11543,Me Dijeron,Ozuna,0,17UUYZ290omPaJY4wKeyHh,0.8,0.841,5,-2.817,0,0.0524,0.0273,0,0.291,0.798,94.023,170133,4
11544,TELÉFONO,Aitana,0,5GYM4rUDvbT9ov3eS1YMll,0.672,0.886,2,-3.234,1,0.0684,0.201,4.79E-05,0.104,0.667,171.995,163787,4
11545,Mocca - Remix,Lalo Ebratt,0,1usoXi4f0BnMART4uActEA,0.732,0.758,11,-1.694,1,0.189,0.213,0,0.388,0.78,98.007,202876,4
11546,El Clavo - Remix,Prince Royce,0,6bI00brFpeprqCDqKouEJS,0.789,0.797,11,-2.726,0,0.114,0.0576,0,0.104,0.73,162.079,171338,4
11547,Bella - Remix,Wolfine,0,0SaYeGhSXN0dDWstyNTQ56,0.917,0.476,3,-6.621,1,0.0655,0.304,0,0.103,0.87,93.987,218360,4
11548,Cuando Nadie Ve,Morat,0,71iAechwVKGu26pahzFL0k,0.806,0.778,1,-4.577,0,0.0616,0.133,0,0.218,0.84,95.993,219587,4
11549,Madura (feat. Bad Bunny),Cosculluela,0,0r9d60ZYPAlFHq8qnUtkXN,0.878,0.555,1,-7.639,0,0.202,0.138,1.34E-06,0.151,0.751,88.029,190909,4
11550,La Vida Sin Ti,Piso 21,0,1RvL7eHoeUolnQbWm2Hnba,0.677,0.757,7,-2.864,0,0.168,0.0449,0,0.117,0.643,184.119,194984,4
11551,Live While We're Young,One Direction,0,6aGjEZ7kq3YXgD0EDt80O5,0.658,0.837,2,-2.063,1,0.0543,0.0629,0,0.0969,0.936,126.015,200187,4
11552,Good Time,Owl City,0,1kPpge9JDLpcj15qgrPbYX,0.56,0.872,3,-4.269,1,0.14,0.0239,7.52E-06,0.371,0.681,126.053,205933,4
11553,Turn Up the Music,Chris Brown,0,1RMRkCn07y2xtBip9DzwmC,0.594,0.841,1,-5.792,1,0.102,0.000238,2.22E-06,0.156,0.643,129.925,227973,4
11554,Tonight Is The Night,Outasight,0,0tr0D36L1RwPdUTFfyNq37,0.625,0.786,7,-3.814,1,0.0465,0.0343,1.05E-06,0.202,0.537,119.982,190000,4
11555,In the Shadows,The Rasmus,0,1fr92Vupmcs2vgLMFVQ7rd,0.6,0.796,2,-4.481,1,0.0275,0.000109,5.20E-05,0.484,0.75,105.991,257920,4
11556,Running With The Wolves,AURORA,0,20qtjUDcb8HH8ouF51BirQ,0.353,0.529,5,-6.715,1,0.089,0.245,8.29E-05,0.221,0.423,164.093,194760,4
11557,Little Numbers,BOY,0,4i1MWIchrtBoSh6wcAdt7e,0.7,0.786,8,-4.867,1,0.0277,0.137,0,0.0949,0.721,96.003,221840,4
11558,Looking For Paradise (feat. Alicia Keys),Alejandro Sanz,0,02f5iKhfXVvCWK641es1sT,0.571,0.587,0,-6.269,1,0.0505,0.123,0,0.0847,0.641,88.945,270627,4
11559,F**k Off - BONUS TRACK,The Lonely Island,0,0NKgG3pqlu47LgKCVIeL49,0.683,0.799,11,-4.343,0,0.164,0.0555,0,0.0847,0.832,143.95,144813,4
11560,She's My Winona,Fall Out Boy,0,6Mk0xtgL6tZ7XQc9GAvobj,0.579,0.963,6,-4.443,0,0.0762,0.000772,0.00103,0.495,0.613,136.061,231493,4
11561,Tarzan Boy,Baltimora,0,273uCXd7NPrInaiNqtkOrA,0.684,0.573,5,-12.3,1,0.0261,0.318,0.028,0.306,0.716,107.363,378947,4
11562,Goods,Mates of State,0,3m7fbVDdVKzTfF8umdsfFp,0.512,0.671,1,-4.491,1,0.0269,0.0202,5.98E-06,0.0938,0.281,147.81,288347,4
11563,Down In The Valley,The Head and the Heart,0,6soFQo67vXsBPU5hRVnYLt,0.418,0.403,0,-10.53,1,0.0294,0.555,0.024,0.108,0.149,105.801,303653,4
11564,Storm King,Big Tree,0,0zljdkHj9xLHtXsc844Vep,0.354,0.397,2,-12.053,0,0.0366,0.874,0.196,0.0883,0.121,131.098,234547,4
11565,"Ah, It's a Love Song",Ally Burnett,0,3Msno56oT1A7H8DFQGylHK,0.506,0.866,10,-3.371,1,0.0718,0.0197,0,0.353,0.613,145.927,201000,4
11566,Growing Younger,Michou,0,1dadMFSGIJATXdcNqIUTOA,0.454,0.819,0,-6.193,1,0.0476,0.0328,1.15E-06,0.064,0.432,174.802,183307,4
11567,... And The Hazy Sea,Cymbals Eat Guitars,0,4U9ElxOdASUiv6dSaiCfxX,0.167,0.458,4,-7.982,1,0.0368,0.0194,0.257,0.701,0.253,75.436,373480,4
11568,Sing It,Rebecca Black,0,7C0ISS4UDaBWll6UfRfVrY,0.591,0.839,3,-3.318,1,0.0397,0.0539,1.99E-06,0.193,0.327,132.031,168787,4
11569,Take Her Place (feat. A R I Z O N A),Don Diablo,0,0bvCsfOOLr6ePoHSq6nagL,0.527,0.904,0,-2.683,1,0.149,0.107,8.23E-06,0.153,0.301,123.676,189052,4
11570,Follow Your Fire - Syn Cole Remix,Kodaline,0,0KXDqw7VbJh2EMAE6hbqLA,0.628,0.917,11,-4.247,0,0.0371,0.00872,2.66E-06,0.0732,0.467,103.991,186923,4
11571,Bad Vibrations,Jesper Jenset,0,6zTKuNMEU3svBn65L6u88M,0.768,0.589,8,-8.991,0,0.0403,0.00417,2.67E-05,0.136,0.757,97.979,199380,4
11572,Hide and Seek,Kodaline,0,1H33wNKihn8zcTexnwUoJ6,0.51,0.84,0,-3.343,1,0.0477,0.107,0,0.0854,0.314,114.979,225920,4
11573,Rich & Famous (with Isac Elliot),SJUR,0,5zjesnnX1y2PkYKNZl5Jl0,0.704,0.881,9,-5.502,1,0.0381,0.026,7.84E-06,0.113,0.822,118.025,163220,4
11574,Last Time Love,Fancy Cars,0,2iJHpuk7zAoQJjtwEdtlSk,0.454,0.739,0,-4.562,0,0.203,0.195,1.05E-05,0.174,0.523,195.68,198520,4
11575,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,0,7mkT9kS25nUIoNkm02Ww0n,0.654,0.798,0,-4.084,1,0.0451,0.188,0,0.15,0.574,92.207,211760,4
11576,Looking Back Someday,ItaloBrothers,0,4zQNklZnry15iiuglkLGdj,0.684,0.629,7,-4.429,0,0.0677,0.3,0,0.364,0.35,94.989,208000,4
11577,Let's Take It Back,LKA,0,6kAjnsdWTPKhl1jiX5f65l,0.523,0.675,6,-5.849,0,0.0975,0.0373,0,0.0992,0.704,84.019,217160,4
11578,Complicated Love,Alex Mattson,0,1wdAHxgIaXECOYOHgseniK,0.787,0.777,7,-5.057,0,0.0474,0.00507,2.97E-06,0.0628,0.502,104.934,160588,4
