,Title,Artist,Top100,URI
317,Something On Your Mind,Karen Dalton,0,6Vz2IQv3AYoznh4tjsrRPo
318,Ripple,Grateful Dead,0,1OE5l6sedVcIFELMuxQOPI
319,You Are So Beautiful,Joe Cocker,0,1gJOqXpRjz9GeEEwQpcujK
320,Blue Bayou,Linda Ronstadt,0,3zxklD2EGecZre9MjEEvIU
321,Bohemian Rhapsody - Remastered 2011,Queen,0,7tFiyTwD0nx5a1eklYtX2J
322,Stairway To Heaven,Led Zeppelin,0,5CQ30WqJwcep0pYcV4AMNc
323,London Calling - Remastered,The Clash,0,5jzma6gCzYtKB1DbEwFZKH
324,Riders On The Storm,The Doors,0,2PDJMbjCieq3UOmSF7CUZS
325,Rock And Roll All Nite,KISS,0,6KTv0Z8BmVqM7DPxbGzpVC
326,Who Are You,The Who,0,23IJ5wLRhEZ9DOuia5mPiZ
327,Changes - 2015 Remastered Version,David Bowie,0,0LrwgdLsFaWh9VXIjBRe8t
328,Who'll Stop The Rain,Creedence Clearwater Revival,0,3Bh6uInhcVBVvLraGZdkKD
329,Wild Horses,The Rolling Stones,0,52dm9op3rbfAkc1LGXgipW
330,Dream On,Aerosmith,0,5MxNLUsfh7uzROypsoO5qe
331,Roxanne - Remastered 2003,The Police,0,3EYOJ48Et32uATr9ZmLnAo
332,Highway to Hell,AC/DC,0,2zYzyRzz6pRmhPzyfMEC8s
333,Bang a Gong (Get It On) - Remastered Version,T. Rex,0,6FsQrRpBLgsrFeAeiQqytm
334,Smoke On the Water,Deep Purple,0,5SAUIWdZ04OxYfJFDchC7S
335,Black Magic Woman,Santana,0,4nmne9J3YCEdhvjTzwiAgu
336,Message In A Bottle - Remastered 2003,The Police,0,1oYYd2gnWZYrt89EBXdFiO
337,Free Bird,Lynyrd Skynyrd,0,5EWPGh7jbTNO2wakv8LjUI
338,Cocaine,Eric Clapton,0,3ykSdTGmYPFl8pDBXer1zG
339,Lola - Coca Cola Version,The Kinks,0,0UAJH0k4k3slcE83a9UGCe
340,Black Dog,Led Zeppelin,0,3qT4bUD1MaWpGrTwcvguhb
341,I Want You to Want Me,Cheap Trick,0,1JkZg3eMQTmTn93E8Yd3UL
342,Black Diamond,KISS,0,6PmckFG2BhEELc5OM7O7DS
343,Blinded By The Light,Manfred Mann's Earth Band,0,7kNNylJ1kswWbHeRM6UDuE
344,American Girl,Tom Petty and the Heartbreakers,0,7MRyJPksH3G2cXHN8UKYzP
345,Brain Damage,Pink Floyd,0,05uGBKRCuePsf43Hfm0JwX
346,Comfortably Numb,Pink Floyd,0,5HNCy40Ni5BZJFw1TKzRsC
347,Born to Run,Bruce Springsteen,0,6hTcuIQa0sxrrByu9wTD7s
348,Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,0,2kkvB3RNRzwjFdGhaUA0tz
349,Just What I Needed,The Cars,0,4alHo6RGd0D3OUbTPExTHN
350,Anarchy In The U.K.,Sex Pistols,0,3LoDeIbiR12sAznmpNEmKA
351,American Pie,Don McLean,0,1fDsrQ23eTAVFElUMaf38X
352,Aqualung,Jethro Tull,0,5UuikgHTxSRFRnC0zXx10i
353,Won't Get Fooled Again - Original Album Version,The Who,0,0cJPLFrlV7TTCyPLupHzcH
354,The Boys Are Back in Town,Thin Lizzy,0,43DeSV93pJPT4lCZaWZ6b1
355,Walk This Way,Aerosmith,0,5SZ6zX4rOrEQferfFC2MfP
356,Maggie May - Remastered Version,Rod Stewart,0,1r3kj1yMff7ilIsR7hpvUo
357,The Joker,Steve Miller Band,0,1bp2IO61zbQrbWNmKKxg3f
358,We Will Rock You - Remastered,Queen,0,54flyrjcdnQdco7300avMJ
359,Walk On the Wild Side,Lou Reed,0,5p3JunprHCxClJjOmcLV8G
360,Brown Sugar,The Rolling Stones,0,61UuPxxYUvacEH6SHIK3sU
361,American Woman - Remastered,The Guess Who,0,3LQPTJEqOfljGBxmpgUnoC
362,(Don't Fear) The Reaper,Blue Öyster Cult,0,5QTxFnGygVM4jFQiBovmRo
363,Heart of Gold,Neil Young,0,1InEE4O5225Pp7oy5lGBmR
364,Running On Empty,Jackson Browne,0,6aqm56xP40foYBBtAWWrnY
365,Sultans Of Swing,Dire Straits,0,6cr6UDpkjEaMQ80OjWqEBQ
366,We Are The Champions - Remastered 2011,Queen,0,7ccI9cStQbQdystvc6TvxD
367,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,0,0HOrDVS349XFcpCYsO2hAP
368,"Another Brick in the Wall, Pt. 1",Pink Floyd,0,7K6xMPtAjTuLPNlJMLf5bS
369,Ramblin' Man,The Allman Brothers Band,0,5cfYurP1XKldMBtvBBJiTs
370,Fire And Rain,James Taylor,0,1oht5GevPN9t1T3kG1m1GO
371,Baba O'Riley,The Who,0,3qiyyUfYe7CRYLucrPmulD
372,Heart Of Glass - Special Mix,Blondie,0,0a4agFmqHXxcZl1nho1BxM
373,My Sharona,The Knack,0,1HOMkjp0nHMaTnfAkslCQj
374,Bennie And The Jets - Remastered 2014,Elton John,0,5Wj1rJnCLpMHdLaxsFtJLs
375,Baby Hold On,Eddie Money,0,5ZYvcJ04ccUw2Matbnmu0U
376,2112: Overture / The Temples Of Syrinx / Discovery / Presentation / Oracle / Soliloquy / Grand Finale - Medley,Rush,0,5H8xFHau0x3PI1CssO6EaX
377,All the Young Dudes,Mott The Hoople,0,0WNGPpmWqzPnk0psUhJ3SX
378,All Right Now,Free,0,1gcESexgftSuLuML57Y69q
379,Backstreets,Bruce Springsteen,0,4cKJsZuzbNBpdxeMC9pBQG
380,Barracuda,Heart,0,4KfSdst7rW39C0sfhArdrz
381,Ballroom Blitz,Sweet,0,3Pu3IChaAoa5EjgUBv5F6x
382,Black Betty,Ram Jam,0,2ZOTtG7v1OrSNs6EINIGb4
383,Beast Of Burden - Remastered,The Rolling Stones,0,77oU2rjC5XbjQfNe3bD6so
384,Band On The Run - Remastered 2010,Paul McCartney,0,1H4idkmruFoJBg1DvUv2tY
385,Breakdown,Tom Petty and the Heartbreakers,0,5x53pbGk6sbl1BGom19QQ5
386,Carry on Wayward Son,Kansas,0,4DMKwE2E2iYDKY01C335Uw
387,Cat Scratch Fever,Ted Nugent,0,0SvfyHYDp2uIsHt53LDlI9
388,Bridge Over Troubled Water,Simon & Garfunkel,0,6QhXQOpyYvbpdbyjgAqKdY
389,Caravan,Van Morrison,0,1US01PIcb3RFVrcN8mO8CS
390,Can't Get Enough - Remastered Version,Bad Company,0,3DnzFhjydj8XXtCAnVKz14
391,Cheap Sunglasses,ZZ Top,0,23GKaCeOwUt6MQyCwi4M26
392,China Grove,The Doobie Brothers,0,7cy1bEJV6FCtDaYpsk8aG6
393,Foreplay / Long Time,Boston,0,39C5FuZ8C8M0QI8CrMsPkR
394,Come Sail Away,Styx,0,0PsbWiVtix5FoTZ1s00mEl
395,Give A Little Bit,Supertramp,0,6XUHsYE38CEbYunT983O9G
396,Doctor My Eyes,Jackson Browne,0,3QcuZo6WLcFkqqLmDs0d95
397,Feel Like Makin' Love - 2015 Remastered Version,Bad Company,0,2ljs8aTckRnCuQP9MxqoFO
398,Do You Feel Like We Do,Peter Frampton,0,3AMFDhgJx5sIYw1ukbiEk4
399,L.A. Woman,The Doors,0,14XWXWv5FoCbFzLksawpEe
400,The Lamb Lies Down On Broadway (Platinum Collection Version),Genesis,0,2Nt7pyRux0CB8i2KB4DMVT
401,Knockin' On Heaven's Door - Remastered,Bob Dylan,0,6HSXNV0b4M4cLJ7ljgVVeh
402,Deacon Blues,Steely Dan,0,7Hx2EA4wGaxtsiZCVVLV1i
403,Life's Been Good,Joe Walsh,0,2wvMC5EyaaYQwBfiwwY2xE
404,Locomotive Breath,Jethro Tull,0,0MYNeFsKpzBHwrJGfWZysV
405,Like A Hurricane,Neil Young,0,1n6gDSllAqVSweuFD82hNH
406,Livin' Thing,Electric Light Orchestra,0,2hdNya0b6Cc2YJ8IyaQIWp
407,Paradise By the Dashboard Light,Meat Loaf,0,2g7gviEeJr6pyxO7G35EWQ
408,Paradise City,Guns N' Roses,0,6eN1f9KNmiWEhpE2RhQqB5
409,Rock You Like A Hurricane,Scorpions,0,58XWGx7KNNkKneHdprcprX
410,Dr. Feelgood,Mötley Crüe,0,7GonnnalI2s19OCQO1J7Tf
411,Pour Some Sugar On Me - Remastered 2017,Def Leppard,0,0PdM2a6oIjqepoEfcJo0RO
412,You Give Love A Bad Name,Bon Jovi,0,0rmGAIH9LNJewFw7nKzZnc
413,Seventeen,Winger,0,2ZS0wDcdfrJPC86u5aJGo9
414,Nobody's Fool,Cinderella,0,01Q4wU19hamqnhNjtuvTyI
415,Rainbow in the Dark,Dio,0,2PpNgmrS9mAyrkRAwn6YPq
416,Lay It Down,Ratt,0,3D5ORNm9spaTcdRx50ksHx
417,Bad Medicine,Bon Jovi,0,72hcFp4tYkd3dbNA9dZ3Pv
418,Metal Health (Bang Your Head),Quiet Riot,0,28clONjZmul6FjfO6tZQDE
419,The Final Countdown,Europe,0,3MrRksHupTVEQ7YbA0FsZK
420,Home Sweet Home,Mötley Crüe,0,4zXvB4MoQD8onk0NCZbeHG
421,No One Like You,Scorpions,0,26fZwf1ImE4aUJ4XaqOkUg
422,Close My Eyes Forever,Lita Ford,0,43thLwzSasUUZEYjYPeJh3
423,Welcome To The Jungle,Guns N' Roses,0,0G21yYKMZoHa30cYVi1iA8
424,Every Rose Has Its Thorn - Remastered 2003,Poison,0,43GS3mtezoIFiuIZCLLiDY
425,Lick It Up,KISS,0,3cXiUuiGpFmZ8OdAWKk8Ck
426,Once Bitten Twice Shy,Great White,0,7pkWZL0kA26s754CwyK0SH
427,Wanted Dead Or Alive,Bon Jovi,0,0oerlffJSzhRVvtDfLcp3N
428,Don't Know What You Got (Till It's Gone),Cinderella,0,5QRs63VVKNaqUjg6XSSckM
429,You're In Love,Ratt,0,3D3lmTEhuWaunO1yxpYPD8
430,"Girls, Girls, Girls",Mötley Crüe,0,5xLyTbCFONUGUuG0LtUxjn
431,Livin' On A Prayer,Bon Jovi,0,37ZJ0p5Jm13JPevGcx4SkF
432,Sweet Child O' Mine,Guns N' Roses,0,7snQQk1zcKl8gZ92AnueZW
433,Cum on Feel the Noize,Quiet Riot,0,6FBmHx1FuaSnTnnnaThgbF
434,Jump,Van Halen,0,7N3PAbqfTjSEU1edb2tY8j
435,Rock the Night,Europe,0,3J9NEWkd9Cx1MwSSvDySkL
436,Working for the Weekend,Loverboy,0,35k31HZI4z9PbBOioaI4dZ
437,Holy Diver,Dio,0,57fqmDaokbxZ3TaB0jp39q
438,Kickstart My Heart,Mötley Crüe,0,7GonnnalI2s19OCQO1J7Tf
439,Round and Round,Ratt,0,5B6Z7NwVqA7W3UFiqBdEJC
440,We're Not Gonna Take It,Twisted Sister,0,1hlveB9M6ijHZRbzZ2teyh
441,Cherry Pie,Warrant,0,7LygtNjQ65PSdzVjUnHXQb
442,Summertime Girls - Studio Version,Y&T,0,2kR3B09M6KeJnchOkxwszt
443,18 And Life,Skid Row,0,1Z1wMV8uQdBoxtnezw8Zff
444,Heaven's On Fire,KISS,0,1brpdmqkx3kSxyqzqXfW7J
445,Dude (Looks Like A Lady),Aerosmith,0,6gQUbFwwdYXlKdmqRoWKJe
446,Gypsy Road,Cinderella,0,2F8Glc7r4mHHSCEegD4Ju1
447,Alone Again,Dokken,0,1j06ieEC2BOCM0fTmYhn2l
448,Poison,Alice Cooper,0,5XcZRgJv3zMhTqCyESjQrF
449,Addicted To That Rush,Mr. Big,0,1RCOCHtcnVWoWNSarMlwyd
450,Inside Out,XYZ,0,5CWWOxTehNz94b4Xs0xFYV
451,I Wanna Be Somebody,W.A.S.P.,0,6w8dBm5KlXxWejYrbGS1EJ
452,Over The Mountain,Ozzy Osbourne,0,0i1RTnH2Lj5gTDRU5wtyT2
453,Wild Frontier - Remastered 2002,Gary Moore,0,1o0hcMxI6jYzQm6ApPde3L
454,I Surrender,Rainbow,0,2dHjSNCw10clC9oOld8tPn
455,Edge Of A Broken Heart,Vixen,0,2mEk0VdrbDJ11DBC6Y92mh
456,I Don't Believe In Love - Remastered 2003,Queensrÿche,0,0U2TocFjqul3sis3sE5jZl
457,I Hate Myself for Loving You,Joan Jett & The Blackhearts,0,2HXixVqzzm9rEUIMAWzshl
458,Eye of the Tiger,Survivor,0,2KH16WveTQWT6KOG9Rg6e2
459,Kiss Me Deadly,Lita Ford,0,0kFM6t9htbB53Dg8frGDGh
460,I Remember You,Skid Row,0,4ZpXHlV2vQVfPXUvbDSZ92
461,Wild Side,Mötley Crüe,0,41wWrTueWew7qUU0Ru87Mp
462,Fallen Angel - Remastered,Poison,0,27kMqdX3aoN3gBndVKlTfR
463,Shout At The Devil,Mötley Crüe,0,1hqrYSqvNc9x3BETX1cZhk
464,Runaway,Bon Jovi,0,0X1sqQ652p1sceKM2nJlIJ
465,Shake Me,Cinderella,0,1Qjpl8Kav6rrO92ZuG0OK8
466,Modern Day Cowboy,Tesla,0,5ZIU2kT1wNjQNclQeVCz5O
467,Why Can't This Be Love,Van Halen,0,0TaT50ZZxT4ytZxuqkE3A9
468,Up All Night,Slaughter,0,1AsRjeavWPH8sCQbjMP8Xh
469,High Enough,Damn Yankees,0,5t5rCnsgRBtcKqTB7SbD1Q
470,Living After Midnight,Judas Priest,0,0IXpUl1fn2QZcBavfuq0H4
471,Wild Child,W.A.S.P.,0,3iC3Numiy9P3AkF7iioKmx
472,Bark at the Moon,Ozzy Osbourne,0,2E7W1X4maFFcjHrVrFA7Vs
473,In My Dreams (Re-Recorded / Remastered),Dokken,0,5IXUAYqwxmAFj69RWYFzbU
474,Sister Christian,Night Ranger,0,57trQKFZdJxHia4sMJioWk
475,Ace of Spades,Motörhead,0,6EPRKhUOdiFSQwGBRBbvsZ
476,Don't Close Your Eyes,Kix,0,7wrBlgNqYBAC5yFfO4fnYb
477,Detroit Rock City,KISS,0,2jz6rWGqVCYsymwxGoaON4
478,Don't Treat Me Bad,Firehouse,0,4lbhQdbiTpNP7GowZG8KsM
479,Don't Stop Believin',Journey,0,4bHsxqR3GMrXTxEPLuK5ue
480,House Of Pain,Faster Pussycat,0,46Qy1xAr2K7rylRYwdQ6Gw
481,You Shook Me All Night Long,AC/DC,0,2SiXAy7TuUkycRVbbWDEpo
482,I Was Made For Lovin' You,KISS,0,07q0QVgO56EorrSGHC48y3
483,Breaking The Chains,Dokken,0,2W7CvGjipq3EmHqNGN7lN9
484,Uncle Tom's Cabin,Warrant,0,3WW3g2scq0m7ZY5JCxrdWw
485,"Mama, I'm Coming Home",Ozzy Osbourne,0,0S3gpZzlT9Hb7CCSV2owX7
486,Just Like Paradise,David Lee Roth,0,5ZY7Gug850kv4heJcWZGHM
487,Since You Been Gone,Rainbow,0,6xq5DxZWGgdStAxGAil0yw
488,Cryin',Vixen,0,1Fu3vJJwVKY7c7JnTX3Mvi
489,Wind Of Change,Scorpions,0,3ovjw5HZZv43SxTwApooCM
490,Every Breath You Take,The Police,0,1eLVxR8669LxqHqUIE2leh
491,All Out of Love,Air Supply,0,7dQC53NiYOY9gKg3Qsu2Bs
492,Woman - 2010 - Remaster,John Lennon,0,6uKsrF9ejNeVy0lZvOQFdp
493,Foolish Beat,Debbie Gibson,0,0KhiesN7gLBPEQhKsBmrI1
494,Have I Told You Lately,Van Morrison,0,1VsGYaCBFjCVudtX9IGqDg
495,Can't Fight This Feeling,REO Speedwagon,0,5WwqdeavrQrbeAMDxGawse
496,Every Woman In The World - Digitally Remastered 1999,Air Supply,0,2bVvLBQ1m0KQKh3fQVwX3Q
497,Tonight I Celebrate My Love,Peabo Bryson,0,7JOyY9GA3P2Evx50oetDKb
498,When I See You Smile,Bad English,0,0tKjVEJlX3IZ5L1rEJc5hh
499,We've Got Tonight,Kenny Rogers,0,5vXsj8L4DK1gGQ43BBG028
500,Lover's Moon,Glenn Frey,0,2QlVjJhaIWXoN6LfCIVfPi
501,I'll Be Loving You (Forever),New Kids On The Block,0,1cy5US2dffz6QGBAIzOGkq
502,Nothing's Gonna Change My Love For You,George Benson,0,5jEdSojtOdlHgrRgUCzCzQ
503,Open Arms,Journey,0,2w4EpqGasrz9qdTwocx54t
504,The One That You Love,Air Supply,0,3FDAd5vW4P7xe1GBNOLyfD
505,The Flame,Cheap Trick,0,528CAH5pTLq86oZ52fHifA
506,Nothing's Gonna Stop Us Now,Starship,0,3X7uFMzJrEE0sxn62qd8Ch
507,"Say You, Say Me",Lionel Richie,0,17CPezzLWzvGfpZW6X8XT0
508,Straight From The Heart,Bryan Adams,0,5eaK7PLGwyDXmHfTdWZZuE
509,Take On Me,a-ha,0,2WfaOiMkCvy7F5fcp2zZ8L
510,Waiting For A Girl Like You,Foreigner,0,2OgVsp77En2nju8pnCieVU
511,Careless Whisper,George Michael,0,4jDmJ51x1o9NZB5Nxxc7gY
512,Woman in Love,Barbra Streisand,0,1pTGc8pwyo6xtgXBKCBcFn
513,Do You Remember? - 2016 Remastered,Phil Collins,0,3TLtCHUaiMHcQcJVGVW2p2
514,Listen To Your Heart,Roxette,0,78TnMTAFmWUWWCgNXR7D3K
515,Glory Of Love,Peter Cetera,0,1eyq8cjUQ2daFthW2PC2GM
516,"Take My Breath Away - Love Theme from ""Top Gun""",Berlin,0,15MJ5NThPjj6xhPcts8MiY
517,It Might Be You (Theme From Tootsie),Dave Grusin,0,3TRexXc7XRFVZA1WZPkOGY
518,The Lady In Red,Chris de Burgh,0,1GeNWyZtCHbcp3ZWp8GTOO
519,Time After Time,Cyndi Lauper,0,1Jj6MF0xDOMA3Ut2Z368Bx
520,Every Time You Go Away,Paul Young,0,05fHQeRbCSjKVS6z0WbQKJ
521,I Want To Know What Love Is - Remastered,Foreigner,0,35L9XFu7JvnfutIT1jpHTc
522,Faithfully,Journey,0,57ebBLITHpRgRKGrlbxMZS
523,Total Eclipse of the Heart,Bonnie Tyler,0,5prTs2HAw2G4idHZyeFp8o
524,With Or Without You - Remastered,U2,0,6ADSaE87h8Y3lccZlBJdXH
525,Alone,Heart,0,54b8qPFqYqIndfdxiLApea
526,Right Here Waiting,Richard Marx,0,4LFwNJWoj74Yd71fIr1W8x
527,Baby Can I Hold You,Tracy Chapman,0,2DjWsDGgL1xNbhnr7f6t5F
528,Eternal Flame,The Bangles,0,5MoDQWMDMaAGDEiWsJfeCi
529,(I Just) Died In Your Arms,Cutting Crew,0,4ByEFOBuLXpCqvO1kw8Wdm
530,How Am I Supposed to Live Without You,Michael Bolton,0,3RMeOetCdXttthQK0clPuz
531,Another One Bites The Dust - Remastered 2011,Queen,0,57JVGBtBLCfHw2muk5416J
532,Should I Stay or Should I Go - Remastered,The Clash,0,39shmbIHICJ2Wxnk1fPSdz
533,Dancing With Myself,Billy Idol,0,7fJnj6rso7N95oztvsxrWD
534,Every Breath You Take - Remastered 2003,The Police,0,1JSTJqkT5qHq8MDJnJbRE1
535,Need You Tonight,INXS,0,5eU8qMd0TpaLqTGDZJaLDs
536,Any Way You Want It,Journey,0,71SvEDmsOwIWw1IozsZoMA
537,When Doves Cry,Prince,0,51H2y6YrNNXcy3dfc3qSbA
538,Born in the U.S.A.,Bruce Springsteen,0,0dOg1ySSI7NkpAe89Zo0b9
539,I Ran,A Flock Of Seagulls,0,2Rwux3fRY1xxl167muIo93
540,Personal Jesus - Original Seven Inch Version,Depeche Mode,0,1xShPgQbOUa98avWJQFDBY
541,Desire,U2,0,4D01oA1mGouaAT7fubvKRT
542,Billie Jean,Michael Jackson,0,130YDbyVo4jmDAzv18xn2k
543,Where The Streets Have No Name - Remastered,U2,0,4qgZs0RNjdzKAS22lP0QjY
544,Stand - Remastered,R.E.M.,0,22UhQSbYimuCnvI0Y07gFX
545,Jane Says,Jane's Addiction,0,7c1Dar0pIAW7w5TzaGjt9t
546,The Safety Dance,Men Without Hats,0,4t5lrf5rFX6JWAUPKCDlKk
547,You Spin Me Round (Like a Record),Dead Or Alive,0,7uHO4AmKtyGa5v5fsElGoC
548,Shout,Tears For Fears,0,2gQaQUhDCNGfBVXTvxAmXQ
549,Tainted Love,Soft Cell,0,58E1XVmZTODC67YNjneuXM
550,Dr Feelgood,Mötley Crüe,0,7GonnnalI2s19OCQO1J7Tf
551,Summer Of '69,Bryan Adams,0,0GONea6G2XdnHWjNZd6zt3
552,One,Metallica,0,0LAcM6I7ijW4VVW0aytl1t
553,Money For Nothing,Dire Straits,0,4yqtwO7MQIIXqoiRBPHAgR
554,Jessie's Girl,Rick Springfield,0,5RsUlxLto4NZbhJpqJbHfN
555,Come On Eileen,Dexys Midnight Runners,0,3MrWxJaD2AT0W9DjWF64Vm
556,Fight For Your Right,Beastie Boys,0,5NLuC70kZQv8q34QyQa1DP
557,Faith - Remastered,George Michael,0,0HEmnAUT8PHznIAAmVXqFJ
558,Everybody Wants To Rule The World,Tears For Fears,0,4RvWPyQ5RL0ao9LPZeSouE
559,Relax,Frankie Goes To Hollywood,0,2K22nUTdyr48JDwI5t906t
560,Don't You (Forget About Me),Simple Minds,0,3fH4KjXFYMmljxrcGrbPj9
561,The Boys Of Summer,Don Henley,0,4gvea7UlDkAvsJBPZAd4oB
562,Addicted To Love,Robert Palmer,0,5izGeTxueiFX1UPFGohY9w
563,I Still Haven't Found What I'm Looking For - Remastered 2007,U2,0,3MRQ3CSjoiV1HFil8ykM9M
564,Mountain Song,Jane's Addiction,0,5fKZJHzJ9d3MADArbm9muW
565,Call Me,Blondie,0,7HKxTNVlkHsfMLhigmhC0I
566,Run to the Hills - 1998 Remastered Version,Iron Maiden,0,6URF6M1CT6cHu15cuiYbg3
567,Real Wild Child (Wild One),Iggy Pop,0,6ZAwEE4kTdtvyE66iRhFxR
568,Rebel Yell,Billy Idol,0,4TIJ7zSBNejpoIPaWpWRKc
569,Pride (In The Name Of Love),U2,0,3dh2LlmeMqKJbzn2WUgt3d
570,She Sells Sanctuary,The Cult,0,4vnLdmUdkOworoveEzpEST
571,Personal Jesus - Single Version,Depeche Mode,0,0xborSYuC9tv6QbRT7Sy3i
572,The Killing Moon,Echo & the Bunnymen,0,15049rGLXHwrWtE4euUb5C
573,Don't Change,INXS,0,6ck0CGe9BN9gW5oMmzbhs9
574,Boys Don't Cry,The Cure,0,4dneV7C1yDt9UtyxrQY375
575,Rock the Casbah - Remastered,The Clash,0,56KqaFSGTb7ifpt16t5Y1N
576,Debaser,Pixies,0,3FzKPS0oVknVlCW3PhxIHl
577,Whip It,DEVO,0,4sscDOZCkbLSlDqcCgUJnX
578,Love Buzz,Nirvana,0,150eNdHgoV9hYBUjsQXSVM
579,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,0,2oSpQ7QtIKTNFfA08Cy0ku
580,Teen Age Riot (Album Version),Sonic Youth,0,0WIbzDVEpmOyBnqqdtqIL9
581,Sunday Bloody Sunday - Remastered 2008,U2,0,6C4LXC9UFH1IKiHYOp0BiJ
582,Video Killed The Radio Star,The Buggles,0,6t1FIJlZWTQfIZhsGjaulM
583,Waiting Room,Fugazi,0,5FFowl1Ve4S5OehL6OywSg
584,Don't Want To Know If You Are Lonely,Hüsker Dü,0,4tPFEWRuNQhibDQSGB2PVE
585,Epic,Faith No More,0,4ReyTz0y3TGkX48wO3Llot
586,New Sensation,INXS,0,2bxY1baYlyXNzmjOkFvqId
587,Pictures Of You - Remastered,The Cure,0,7kqB3o8wqP0tkx95clZ08G
588,Africa,Toto,0,2374M0fQpWi3dLnB54qaLX
589,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,0,1TfqLAPs4K3s2rJMoCokcS
590,You Make My Dreams,Daryl Hall & John Oates,0,4o6BgsqLIBViaGVbx5rbRk
591,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,0,2tUBqZG2AbRi7Q0BIrVrEj
592,"80s Baby - feat. Salt-N-Pepa, Naughty By Nature, Tiffany, Debbie Gibson",New Kids On The Block,0,2fE8m61nu1RNatGqPyEtRa
593,I Love Rock 'N Roll,Joan Jett & The Blackhearts,0,2Cdvbe2G4hZsnhNMKyGrie
594,Beat It - Single Version,Michael Jackson,0,1OOtq8tRnDM8kG2gqUPjAj
595,Uptown Girl,Billy Joel,0,5zA8vzDGqPl2AzZkEYQGKh
596,Footloose,Kenny Loggins,0,6W2VbtvMrDXm5vYeB7amkO
597,I'm So Excited,The Pointer Sisters,0,1ot6jEe4w4hYnsOPjd3xKQ
598,Freeway of Love - Single Mix,Aretha Franklin,0,6Uhmf736HHPm5i9wrNyZuR
599,You Got It (The Right Stuff),New Kids On The Block,0,4buDeg67vos7KP1yHrS9wl
600,Hungry Heart,Bruce Springsteen,0,1KsI8NEeAna8ZIdojI3FiT
601,Down Under,Men At Work,0,46RVKt5Edm1zl0rXhPJZxz
602,9 to 5,Dolly Parton,0,4w3tQBXhn5345eUXDGBWZG
603,Rosanna,Toto,0,37BTh5g05cxBIRYMbw8g2T
604,Wake Me Up Before You Go-Go - Remastered,Wham!,0,5qFPs70nZD1fQZOi7u7cIZ
605,Maneater,Daryl Hall & John Oates,0,7j74lucZ59vqN67Ipe2ZcY
606,In Your Eyes,Peter Gabriel,0,3CA1AMV92RmWwxz5dI0qQB
607,Never Gonna Give You Up,Rick Astley,0,7GhIk7Il098yCjg4BQjzvb
608,Dancing In the Dark,Bruce Springsteen,0,7FwBtcecmlpc1sLySPXeGE
609,99 Luftballons,Nena,0,4ZhPLoMzZwewHLLjV1J15c
610,Girls Just Want to Have Fun,Cyndi Lauper,0,4y1LsJpmMti1PfRQV9AWWe
611,Thunderstruck,AC/DC,0,57bgtoPSgt236HzfBOd8kj
612,Rock You Like a Hurricane,Scorpions,0,58XWGx7KNNkKneHdprcprX
613,Danger Zone,Kenny Loggins,0,34x6hEJgGAOQvmlMql5Ige
614,You Can Call Me Al,Paul Simon,0,0qxYx4F3vm1AOnfux6dDxP
615,We Built This City,Starship,0,6OnfBiiSc9RGKiBKKtZXgQ
616,What I Like About You,The Romantics,0,6NdcSEhpGGAYXNnnhGS2s6
617,Somebody's Watching Me - Single Version,Rockwell,0,6A4Jc8npNo79BOgsrPptLA
618,How Will I Know,Whitney Houston,0,5tdKaKLnC4SgtDZ6RlWeal
619,Caribbean Queen (No More Love On the Run),Billy Ocean,0,72dwliDcUH6g2TFiMTEbE9
620,(I've Had) The Time of My Life,Bill Medley,0,4BFMQ15vXr626UOoZL8bUI
621,Walk This Way (feat. Aerosmith),Run–D.M.C.,0,6qUEOWqOzu1rLPUPQ1ECpx
622,Break My Stride,Matthew Wilder,0,1mCsF9Tw4AkIZOjvZbZZdT
623,Who Can It Be Now?,Men At Work,0,5rfJ2Bq2PEL8yBjZLzouEu
624,Kiss,Prince,0,62LJFaYihsdVrrkgUOJC05
625,Beds Are Burning - Remastered,Midnight Oil,0,1CtAzw53AIXKjAemxy4b1j
626,We Belong - Single Version,Pat Benatar,0,25JRElthxxdV18WOKUyl6o
627,Let's Hear It for the Boy,Deniece Williams,0,4VyU9Tg4drTj2mOUZHSK2u
628,It's Still Rock and Roll to Me,Billy Joel,0,64UioB4Nmwgn2f4cbIpAkl
629,Hold Me Now,Thompson Twins,0,0BJU4rYOfj43xHw6gvTIwE
630,Everyday People,Joan Jett & The Blackhearts,0,2XsBSbENuPJNqp50W3iy48
631,Talking In Your Sleep,The Romantics,0,7fRvtXvJMpGfTLdF0M09a1
632,Jump (For My Love),The Pointer Sisters,0,4k0bXm9Q4RaTuYi09i4lKK
633,Oh Sherrie,Steve Perry,0,4zEi4tr3lEhiAvTRxEzbEz
634,I Want Candy,Bow Wow Wow,0,6J8IwGX3oHi7x9B57vmMMW
635,"Ghostbusters - From ""Ghostbusters""","Ray Parker, Jr.",0,1uhbfBelDqjpRsstLd1AEq
636,Take Me Home Tonight,Eddie Money,0,7b4yGtR0rujvLi5EBfKKJ2
